1.175673678517341614e-02,9.676040150225162506e-03,1.446191072463989258e-01,3.583980202674865723e-01,7.937211543321609497e-02,1.394500732421875000e-01,2.188352197408676147e-01,1.492658630013465881e-02,1.554669719189405441e-02,7.419404573738574982e-03
3.862752020359039307e-02,2.755575776100158691e-01,1.894621993415057659e-03,1.479549537179991603e-04,1.382492046104744077e-04,1.322900789091363549e-04,7.179144449764862657e-05,1.943246024893596768e-04,6.020769476890563965e-01,8.115874230861663818e-02
7.682187855243682861e-02,2.856458723545074463e-01,2.837771363556385040e-02,1.308768894523382187e-02,5.531272385269403458e-03,1.585175096988677979e-02,2.603007480502128601e-03,7.404922042042016983e-03,4.440716803073883057e-01,1.206042096018791199e-01
9.783563762903213501e-02,2.043225318193435669e-01,1.843863725662231445e-02,2.894092816859483719e-03,3.729467978700995445e-03,2.310199197381734848e-03,1.301560085266828537e-03,2.086393535137176514e-03,5.828403234481811523e-01,8.424115180969238281e-02
3.069867147132754326e-03,1.897541456855833530e-03,1.478140205144882202e-01,1.628826111555099487e-01,2.925521731376647949e-01,5.986392498016357422e-02,2.896425426006317139e-01,3.916358202695846558e-02,1.208773232065141201e-03,1.904940931126475334e-03
3.904005279764533043e-03,1.052847225219011307e-02,8.817011862993240356e-02,1.529993712902069092e-01,1.297852545976638794e-01,5.106211826205253601e-02,5.225974917411804199e-01,2.438597567379474640e-02,4.519625566899776459e-03,1.204753667116165161e-02
2.012353204190731049e-02,5.132709741592407227e-01,2.485447190701961517e-02,8.996870368719100952e-02,6.084864493459463120e-03,1.516549885272979736e-01,1.720957458019256592e-02,5.379151552915573120e-02,2.738838084042072296e-02,9.565300494432449341e-02
2.398330951109528542e-03,1.413444173522293568e-03,1.217301264405250549e-01,1.780431419610977173e-01,2.780543267726898193e-01,4.469961673021316528e-02,3.441115319728851318e-01,2.729122154414653778e-02,9.215112659148871899e-04,1.336749293841421604e-03
1.504860632121562958e-02,8.475394919514656067e-03,2.190174907445907593e-01,1.647864580154418945e-01,2.507260441780090332e-01,1.294220387935638428e-01,1.155287325382232666e-01,8.411691337823867798e-02,6.554001010954380035e-03,6.324311252683401108e-03
6.953896582126617432e-02,4.366950094699859619e-01,1.015172898769378662e-02,1.436469377949833870e-03,1.531278598122298717e-03,1.494992990046739578e-03,6.306995637714862823e-04,2.576042432337999344e-03,3.363985419273376465e-01,1.395462602376937866e-01
2.294929027557373047e-01,2.152178622782230377e-02,2.927256822586059570e-01,7.363804429769515991e-02,6.619317084550857544e-02,5.025408789515495300e-02,1.389791164547204971e-02,1.654491946101188660e-02,2.160939872264862061e-01,1.963751763105392456e-02
1.535176951438188553e-02,5.118430256843566895e-01,7.928861305117607117e-03,7.967032492160797119e-03,1.741095329634845257e-03,8.296448737382888794e-03,3.969253972172737122e-03,1.433950755745172501e-02,8.248151838779449463e-02,3.460814654827117920e-01
6.192539818584918976e-03,1.079321373254060745e-02,1.207920908927917480e-01,1.824199110269546509e-01,1.831956356763839722e-01,1.028576418757438660e-01,3.214559853076934814e-01,5.724667385220527649e-02,4.865983501076698303e-03,1.018033642321825027e-02
3.693617880344390869e-02,2.845797240734100342e-01,4.547993466258049011e-02,6.497386842966079712e-02,5.364190414547920227e-02,8.085916191339492798e-02,8.666359633207321167e-02,1.293229162693023682e-01,5.314381420612335205e-02,1.643988788127899170e-01
3.678387776017189026e-02,4.574563205242156982e-01,1.287369709461927414e-02,8.724289014935493469e-03,3.185568843036890030e-03,8.477544412016868591e-03,3.090345999225974083e-03,9.564571082592010498e-03,2.123612314462661743e-01,2.474825531244277954e-01
1.246666833758354187e-01,6.400988996028900146e-02,1.458572298288345337e-01,9.386979788541793823e-02,9.728518128395080566e-02,7.705972343683242798e-02,4.989941790699958801e-02,1.040584519505500793e-01,1.530757844448089600e-01,9.021783620119094849e-02
1.293684635311365128e-02,4.022410884499549866e-02,8.783640712499618530e-02,3.529940545558929443e-01,3.393232822418212891e-02,2.999923527240753174e-01,1.133154407143592834e-01,2.337930910289287567e-02,2.059644646942615509e-02,1.479271147400140762e-02
3.328248485922813416e-02,2.319490537047386169e-02,1.385571956634521484e-01,2.124756574630737305e-01,1.354016959667205811e-01,1.030824482440948486e-01,1.612242907285690308e-01,1.068271100521087646e-01,3.181083127856254578e-02,5.414337292313575745e-02
9.428461641073226929e-02,2.260525077581405640e-01,1.275535766035318375e-02,1.875661313533782959e-03,3.104683943092823029e-03,1.405528397299349308e-03,1.435309299267828465e-03,3.809990594163537025e-03,3.942165374755859375e-01,2.610597908496856689e-01
2.329336712136864662e-03,1.524288090877234936e-03,1.053743883967399597e-01,1.582234203815460205e-01,3.020210862159729004e-01,4.320327192544937134e-02,3.421223759651184082e-01,4.303918778896331787e-02,7.258111727423965931e-04,1.436826656572520733e-03
2.618837170302867889e-02,1.085212081670761108e-02,5.204944312572479248e-02,8.986176922917366028e-03,7.023076713085174561e-02,2.825869061052799225e-02,7.398699875921010971e-03,7.819494605064392090e-01,2.802775707095861435e-03,1.128352154046297073e-02
4.668413102626800537e-01,1.643091253936290741e-02,2.668400406837463379e-01,1.544330175966024399e-02,5.887760967016220093e-02,4.137465730309486389e-02,2.081721555441617966e-03,5.890785530209541321e-02,6.689900159835815430e-02,6.303592585027217865e-03
2.275374829769134521e-01,3.697810694575309753e-02,2.601586580276489258e-01,4.784588143229484558e-02,6.026266887784004211e-02,4.676718264818191528e-02,9.009187109768390656e-03,1.776079274713993073e-02,2.671818435192108154e-01,2.649816684424877167e-02
1.426827535033226013e-02,4.349450767040252686e-01,6.922021042555570602e-03,1.444382872432470322e-02,2.449661958962678909e-03,8.455678820610046387e-03,9.624697268009185791e-03,2.511373907327651978e-02,3.265801444649696350e-02,4.511190056800842285e-01
